Condition	Freqs	Knowledge	log_RTs	Idiom	Subject	LP	Transparency
Lit	2.47	7	6.1312264895	aan een zijden draadje hangen	42	3.73	3.14
Fig	3.45	6	6.1737861039	aan het roer staan	42	4.73	4.6
Lit	3.7	6	6.1092475828	aan het roer staan	42	4.73	4.6
Lit	2.96	7	6.3630281035	als paddenstoelen uit de grond schieten	42	2.27	3.29
Fig	2.66	7	6.1737861039	als paddenstoelen uit de grond schieten	42	2.27	3.29
Fig	2.28	6	6.1737861039	de koe bij de hoorns vatten	42	4.05	3.17
Lit	3.04	6	6.2146080984	de koe bij de hoorns vatten	42	4.05	3.17
Fig	2.93	6	6.1944053911	ergens mee in de maag zitten	42	2.86	2.95
Fig	2.13	7	6.1737861039	ergens zijn neus voor optrekken	42	4.23	3.33
Lit	2.22	7	6.2344107257	ergens zijn neus voor optrekken	42	4.23	3.33
Fig	3.58	7	6.2728770065	het niet breed hebben	42	1.95	3.24
Lit	2.42	7	6.2728770065	het niet breed hebben	42	1.95	3.24
Fig	3.81	6	6.3456363608	iemand aan de tand voelen	42	4.45	2.83
Fig	2.73	6	6.2728770065	iemand de wet voorschrijven	42	3.68	3.67
Lit	2.75	6	6.0161571597	iemand de wet voorschrijven	42	3.68	3.67
Fig	1.81	6	6.0402547113	iemand iets in de schoenen schuiven	42	4.05	3.09
Fig	2.68	6	6.4769723629	iemand op de huid zitten	42	3.05	3.38
Lit	2.6	6	6.2538288116	iemand op de huid zitten	42	3.05	3.38
Lit	2.14	7	6.1737861039	iemand tegen de schenen schoppen	42	4.73	3.71
Fig	2.7	7	6.2728770065	iemand tegen de schenen schoppen	42	4.73	3.71
Lit	2.7	6	6.2728770065	iemand wakker schudden	42	4.77	3.43
Fig	3.81	6	6.0637852087	iemand wakker schudden	42	4.77	3.43
Lit	2.1	6	6.1737861039	iemand/iets tot in de wolken verheffen	42	1.82	3.75
Fig	2.68	6	6.2728770065	iemand/iets tot in de wolken verheffen	42	1.82	3.75
Lit	1.93	7	6.3630281035	iets op poten zetten	42	4	3.38
Fig	2.39	7	6.2728770065	iets op poten zetten	42	4	3.38
Lit	2.55	5	6.3456363608	iets uit de losse pols doen	42	2.27	3.13
Fig	2.53	5	6.1527326947	iets uit de losse pols doen	42	2.27	3.13
Fig	2.81	7	6.3630281035	iets uit je duim zuigen	42	1.95	3.21
Lit	2.4	7	5.8861040315	iets uit je duim zuigen	42	1.95	3.21
Fig	2.26	3	6.3099182782	iets van tafel vegen	42	4.73	3.38
Lit	2.15	3	6.2728770065	iets van tafel vegen	42	4.73	3.38
Fig	3.28	7	6.1092475828	met de rug tegen de muur staan	42	4.81818	3.24
Lit	2.65	7	6.2344107257	met de rug tegen de muur staan	42	4.81818	3.24
Lit	1.95	7	6.1944053911	op het puntje van de tong liggen	42	3.05	3.52
Fig	3.51	7	6.2915691396	op het puntje van de tong liggen	42	3.05	3.52
Lit	2.07	1	6.1944053911	op zijn achterste benen staan	42	2.86	2.62
Fig	2.55	1	6.2538288116	op zijn achterste benen staan	42	2.86	2.62
Lit	3.05	7	6.0402547113	op zijn centen zitten	42	4.68	3.71
Fig	2.23	7	6.4769723629	op zijn centen zitten	42	4.68	3.71
Fig	3.36	7	6.0637852087	voor aap staan	42	2.045454545	3.22
Lit	2.76	7	6.1312264895	voor aap staan	42	2.045454545	3.22
Fig	3.02	7	6.2728770065	voor iemand door het vuur gaan	42	3.91	4.18
Lit	1.9	7	6.4769723629	voor iemand door het vuur gaan	42	3.91	4.18
Fig	2.49	2	6.6592939197	één lijn trekken	43	4.73	2.88
Lit	2.43	2	6.7799219075	één lijn trekken	43	4.73	2.88
Fig	2.25	6	6.7214257008	aan een zijden draadje hangen	43	3.73	3.14
Lit	2.47	6	6.3630281035	aan een zijden draadje hangen	43	3.73	3.14
Fig	3.45	7	6.429719478	aan het roer staan	43	4.73	4.6
Lit	3.7	7	6.56526497	aan het roer staan	43	4.73	4.6
Lit	2.96	5	7.3198649298	als paddenstoelen uit de grond schieten	43	2.27	3.29
Fig	2.66	5	6.6592939197	als paddenstoelen uit de grond schieten	43	2.27	3.29
Fig	2.28	6	6.6846117277	de koe bij de hoorns vatten	43	4.05	3.17
Lit	3.04	6	6.3456363608	de koe bij de hoorns vatten	43	4.05	3.17
Fig	2.93	6	6.5072777124	ergens mee in de maag zitten	43	2.86	2.95
Fig	2.13	4	6.6066501862	ergens zijn neus voor optrekken	43	4.23	3.33
Lit	2.22	4	6.5220927982	ergens zijn neus voor optrekken	43	4.23	3.33
Fig	3.58	7	6.4457198194	het niet breed hebben	43	1.95	3.24
Lit	2.42	7	6.4457198194	het niet breed hebben	43	1.95	3.24
Fig	3.81	5	6.4134589572	iemand aan de tand voelen	43	4.45	2.83
Fig	2.73	4	6.6970342477	iemand de wet voorschrijven	43	3.68	3.67
Lit	2.75	4	6.3456363608	iemand de wet voorschrijven	43	3.68	3.67
Fig	1.81	6	7.1308988303	iemand iets in de schoenen schuiven	43	4.05	3.09
Fig	2.68	6	6.8875525717	iemand op de huid zitten	43	3.05	3.38
Lit	2.6	6	6.3969296552	iemand op de huid zitten	43	3.05	3.38
Lit	2.14	1	6.907755279	iemand tegen de schenen schoppen	43	4.73	3.71
Fig	2.7	1	6.8772960715	iemand tegen de schenen schoppen	43	4.73	3.71
Lit	2.7	6	6.5930445341	iemand wakker schudden	43	4.77	3.43
Fig	3.81	6	6.4769723629	iemand wakker schudden	43	4.77	3.43
Lit	2.1	6	6.9754139275	iemand/iets tot in de wolken verheffen	43	1.82	3.75
Fig	2.68	6	6.4134589572	iemand/iets tot in de wolken verheffen	43	1.82	3.75
Lit	1.93	7	6.3630281035	iets op poten zetten	43	4	3.38
Fig	2.39	7	6.5220927982	iets op poten zetten	43	4	3.38
Lit	2.55	4	6.579251212	iets uit de losse pols doen	43	2.27	3.13
Fig	2.53	4	6.5220927982	iets uit de losse pols doen	43	2.27	3.13
Fig	2.81	7	6.6200732065	iets uit je duim zuigen	43	1.95	3.21
Lit	2.4	7	6.6066501862	iets uit je duim zuigen	43	1.95	3.21
Fig	2.26	5	6.7214257008	iets van tafel vegen	43	4.73	3.38
Lit	2.15	5	6.56526497	iets van tafel vegen	43	4.73	3.38
Fig	3.28	1	6.4457198194	met de rug tegen de muur staan	43	4.81818	3.24
Lit	2.65	1	6.6333184333	met de rug tegen de muur staan	43	4.81818	3.24
Lit	1.95	7	7.4265490724	op het puntje van de tong liggen	43	3.05	3.52
Fig	3.51	7	6.551080335	op het puntje van de tong liggen	43	3.05	3.52
Lit	2.07	1	6.6333184333	op zijn achterste benen staan	43	2.86	2.62
Fig	2.55	1	6.8023947633	op zijn achterste benen staan	43	2.86	2.62
Lit	3.05	7	6.5366915976	op zijn centen zitten	43	4.68	3.71
Fig	2.23	7	6.3630281035	op zijn centen zitten	43	4.68	3.71
Fig	3.36	7	6.7799219075	voor aap staan	43	2.045454545	3.22
Lit	2.76	7	6.492239835	voor aap staan	43	2.045454545	3.22
Fig	3.02	7	6.2344107257	voor iemand door het vuur gaan	43	3.91	4.18
Lit	1.9	7	6.907755279	voor iemand door het vuur gaan	43	3.91	4.18
Fig	2.49	7	6.2728770065	één lijn trekken	44	4.73	2.88
Lit	2.43	7	6.3279367837	één lijn trekken	44	4.73	2.88
Fig	2.25	6	6.1527326947	aan een zijden draadje hangen	44	3.73	3.14
Lit	2.47	6	6.1944053911	aan een zijden draadje hangen	44	3.73	3.14
Fig	3.45	3	6.579251212	aan het roer staan	44	4.73	4.6
Lit	3.7	3	5.8289456176	aan het roer staan	44	4.73	4.6
Lit	2.96	5	6.2915691396	als paddenstoelen uit de grond schieten	44	2.27	3.29
Fig	2.66	5	6.0867747269	als paddenstoelen uit de grond schieten	44	2.27	3.29
Fig	2.28	6	6.0637852087	de koe bij de hoorns vatten	44	4.05	3.17
Lit	3.04	6	6.1527326947	de koe bij de hoorns vatten	44	4.05	3.17
Fig	2.93	6	5.9661467391	ergens mee in de maag zitten	44	2.86	2.95
Fig	2.13	4	6.2344107257	ergens zijn neus voor optrekken	44	4.23	3.33
Lit	2.22	4	5.9914645471	ergens zijn neus voor optrekken	44	4.23	3.33
Fig	3.58	7	6.0161571597	het niet breed hebben	44	1.95	3.24
Lit	2.42	7	6.2728770065	het niet breed hebben	44	1.95	3.24
Fig	3.81	6	6.2146080984	iemand aan de tand voelen	44	4.45	2.83
Fig	2.73	6	6.0402547113	iemand de wet voorschrijven	44	3.68	3.67
Lit	2.75	6	6.0867747269	iemand de wet voorschrijven	44	3.68	3.67
Fig	1.81	6	6.3630281035	iemand iets in de schoenen schuiven	44	4.05	3.09
Fig	2.68	6	6.1092475828	iemand op de huid zitten	44	3.05	3.38
Lit	2.6	6	6.1737861039	iemand op de huid zitten	44	3.05	3.38
Lit	2.14	5	5.9914645471	iemand tegen de schenen schoppen	44	4.73	3.71
Fig	2.7	5	6.3279367837	iemand tegen de schenen schoppen	44	4.73	3.71
Lit	2.7	6	6.5220927982	iemand wakker schudden	44	4.77	3.43
Fig	3.81	6	6.3279367837	iemand wakker schudden	44	4.77	3.43
Lit	2.1	7	6.0161571597	iemand/iets tot in de wolken verheffen	44	1.82	3.75
Fig	2.68	7	6.0637852087	iemand/iets tot in de wolken verheffen	44	1.82	3.75
Lit	1.93	7	6.3801225369	iets op poten zetten	44	4	3.38
Fig	2.39	7	5.9661467391	iets op poten zetten	44	4	3.38
Lit	2.55	4	6.1737861039	iets uit de losse pols doen	44	2.27	3.13
Fig	2.53	4	6.2344107257	iets uit de losse pols doen	44	2.27	3.13
Fig	2.81	7	6.2146080984	iets uit je duim zuigen	44	1.95	3.21
Lit	2.4	7	5.9914645471	iets uit je duim zuigen	44	1.95	3.21
Fig	2.26	6	5.8579331545	iets van tafel vegen	44	4.73	3.38
Lit	2.15	6	6.1527326947	iets van tafel vegen	44	4.73	3.38
Fig	3.28	7	6.3456363608	met de rug tegen de muur staan	44	4.81818	3.24
Lit	2.65	7	6.2728770065	met de rug tegen de muur staan	44	4.81818	3.24
Lit	1.95	7	6.1737861039	op het puntje van de tong liggen	44	3.05	3.52
Fig	3.51	7	5.9135030056	op het puntje van de tong liggen	44	3.05	3.52
Lit	2.07	1	6.3630281035	op zijn achterste benen staan	44	2.86	2.62
Fig	2.55	1	6.4457198194	op zijn achterste benen staan	44	2.86	2.62
Lit	3.05	7	6.0637852087	op zijn centen zitten	44	4.68	3.71
Fig	2.23	7	6.0637852087	op zijn centen zitten	44	4.68	3.71
Fig	3.36	7	6.1092475828	voor aap staan	44	2.045454545	3.22
Lit	2.76	7	6.1312264895	voor aap staan	44	2.045454545	3.22
Fig	3.02	7	6.1092475828	voor iemand door het vuur gaan	44	3.91	4.18
Lit	1.9	7	6.2728770065	voor iemand door het vuur gaan	44	3.91	4.18
Fig	2.49	3	6.3630281035	één lijn trekken	45	4.73	2.88
Lit	2.43	3	6.3456363608	één lijn trekken	45	4.73	2.88
Fig	2.25	3	6.5220927982	aan een zijden draadje hangen	45	3.73	3.14
Lit	2.47	3	6.0637852087	aan een zijden draadje hangen	45	3.73	3.14
Fig	3.45	7	6.2146080984	aan het roer staan	45	4.73	4.6
Lit	3.7	7	6.2344107257	aan het roer staan	45	4.73	4.6
Lit	2.96	5	6.3279367837	als paddenstoelen uit de grond schieten	45	2.27	3.29
Fig	2.66	5	6.1527326947	als paddenstoelen uit de grond schieten	45	2.27	3.29
Fig	2.28	7	6.1737861039	de koe bij de hoorns vatten	45	4.05	3.17
Lit	3.04	7	6.0161571597	de koe bij de hoorns vatten	45	4.05	3.17
Fig	2.93	6	6.2538288116	ergens mee in de maag zitten	45	2.86	2.95
Fig	2.13	7	6.4457198194	ergens zijn neus voor optrekken	45	4.23	3.33
Lit	2.22	7	6.1944053911	ergens zijn neus voor optrekken	45	4.23	3.33
Fig	3.58	7	6.2538288116	het niet breed hebben	45	1.95	3.24
Lit	2.42	7	6.4614681764	het niet breed hebben	45	1.95	3.24
Fig	3.81	7	6.1737861039	iemand aan de tand voelen	45	4.45	2.83
Fig	2.73	6	6.2344107257	iemand de wet voorschrijven	45	3.68	3.67
Lit	2.75	6	6.2344107257	iemand de wet voorschrijven	45	3.68	3.67
Fig	1.81	4	6.3099182782	iemand iets in de schoenen schuiven	45	4.05	3.09
Fig	2.68	1	6.82437367	iemand op de huid zitten	45	3.05	3.38
Lit	2.6	1	6.0637852087	iemand op de huid zitten	45	3.05	3.38
Lit	2.14	7	6.3630281035	iemand tegen de schenen schoppen	45	4.73	3.71
Fig	2.7	7	6.2146080984	iemand tegen de schenen schoppen	45	4.73	3.71
Lit	2.7	5	6.2728770065	iemand wakker schudden	45	4.77	3.43
Fig	3.81	5	6.3630281035	iemand wakker schudden	45	4.77	3.43
Lit	2.1	7	6.1312264895	iemand/iets tot in de wolken verheffen	45	1.82	3.75
Fig	2.68	7	6.1737861039	iemand/iets tot in de wolken verheffen	45	1.82	3.75
Lit	1.93	6	6.1312264895	iets op poten zetten	45	4	3.38
Fig	2.39	6	6.2538288116	iets op poten zetten	45	4	3.38
Lit	2.55	4	6.1312264895	iets uit de losse pols doen	45	2.27	3.13
Fig	2.53	4	6.2146080984	iets uit de losse pols doen	45	2.27	3.13
Fig	2.81	7	6.1527326947	iets uit je duim zuigen	45	1.95	3.21
Lit	2.4	7	6.0637852087	iets uit je duim zuigen	45	1.95	3.21
Fig	2.26	5	6.1737861039	iets van tafel vegen	45	4.73	3.38
Lit	2.15	5	6.1527326947	iets van tafel vegen	45	4.73	3.38
Fig	3.28	6	5.9914645471	met de rug tegen de muur staan	45	4.81818	3.24
Lit	2.65	6	6.2538288116	met de rug tegen de muur staan	45	4.81818	3.24
Lit	1.95	7	6.4134589572	op het puntje van de tong liggen	45	3.05	3.52
Fig	3.51	7	6.2344107257	op het puntje van de tong liggen	45	3.05	3.52
Lit	2.07	3	6.3969296552	op zijn achterste benen staan	45	2.86	2.62
Fig	2.55	3	6.2538288116	op zijn achterste benen staan	45	2.86	2.62
Lit	3.05	7	6.0161571597	op zijn centen zitten	45	4.68	3.71
Fig	2.23	7	6.1737861039	op zijn centen zitten	45	4.68	3.71
Fig	3.36	7	6.2728770065	voor aap staan	45	2.045454545	3.22
Lit	2.76	7	6.1312264895	voor aap staan	45	2.045454545	3.22
Fig	3.02	4	6.2915691396	voor iemand door het vuur gaan	45	3.91	4.18
Lit	1.9	4	6.5220927982	voor iemand door het vuur gaan	45	3.91	4.18
Fig	2.49	6	6.429719478	één lijn trekken	46	4.73	2.88
Lit	2.43	6	6.2728770065	één lijn trekken	46	4.73	2.88
Fig	2.25	7	6.3969296552	aan een zijden draadje hangen	46	3.73	3.14
Lit	2.47	7	6.2538288116	aan een zijden draadje hangen	46	3.73	3.14
Fig	3.45	7	6.4457198194	aan het roer staan	46	4.73	4.6
Lit	3.7	7	6.4614681764	aan het roer staan	46	4.73	4.6
Lit	2.96	7	6.7214257008	als paddenstoelen uit de grond schieten	46	2.27	3.29
Fig	2.66	7	6.4134589572	als paddenstoelen uit de grond schieten	46	2.27	3.29
Fig	2.28	6	6.5220927982	de koe bij de hoorns vatten	46	4.05	3.17
Lit	3.04	6	6.3456363608	de koe bij de hoorns vatten	46	4.05	3.17
Fig	2.93	6	6.1944053911	ergens mee in de maag zitten	46	2.86	2.95
Fig	2.13	7	6.579251212	ergens zijn neus voor optrekken	46	4.23	3.33
Lit	2.22	7	6.4769723629	ergens zijn neus voor optrekken	46	4.23	3.33
Fig	3.58	7	6.3630281035	het niet breed hebben	46	1.95	3.24
Lit	2.42	7	6.551080335	het niet breed hebben	46	1.95	3.24
Fig	3.81	6	6.3801225369	iemand aan de tand voelen	46	4.45	2.83
Fig	2.73	6	6.3630281035	iemand de wet voorschrijven	46	3.68	3.67
Lit	2.75	6	6.2538288116	iemand de wet voorschrijven	46	3.68	3.67
Fig	1.81	6	6.2915691396	iemand iets in de schoenen schuiven	46	4.05	3.09
Fig	2.68	6	6.5072777124	iemand op de huid zitten	46	3.05	3.38
Lit	2.6	6	6.3099182782	iemand op de huid zitten	46	3.05	3.38
Lit	2.14	6	6.4457198194	iemand tegen de schenen schoppen	46	4.73	3.71
Fig	2.7	6	6.2538288116	iemand tegen de schenen schoppen	46	4.73	3.71
Lit	2.7	4	6.3969296552	iemand wakker schudden	46	4.77	3.43
Fig	3.81	4	6.2344107257	iemand wakker schudden	46	4.77	3.43
Lit	2.1	7	6.3630281035	iemand/iets tot in de wolken verheffen	46	1.82	3.75
Fig	2.68	7	6.3099182782	iemand/iets tot in de wolken verheffen	46	1.82	3.75
Lit	1.93	7	6.5930445341	iets op poten zetten	46	4	3.38
Fig	2.39	7	6.1737861039	iets op poten zetten	46	4	3.38
Lit	2.55	7	6.4457198194	iets uit de losse pols doen	46	2.27	3.13
Fig	2.53	7	6.3279367837	iets uit de losse pols doen	46	2.27	3.13
Fig	2.81	7	6.4769723629	iets uit je duim zuigen	46	1.95	3.21
Lit	2.4	7	6.2728770065	iets uit je duim zuigen	46	1.95	3.21
Fig	2.26	5	6.492239835	iets van tafel vegen	46	4.73	3.38
Lit	2.15	5	6.3279367837	iets van tafel vegen	46	4.73	3.38
Fig	3.28	5	6.3969296552	met de rug tegen de muur staan	46	4.81818	3.24
Lit	2.65	5	6.4134589572	met de rug tegen de muur staan	46	4.81818	3.24
Lit	1.95	5	6.5366915976	op het puntje van de tong liggen	46	3.05	3.52
Fig	3.51	5	6.4457198194	op het puntje van de tong liggen	46	3.05	3.52
Lit	2.07	6	6.4134589572	op zijn achterste benen staan	46	2.86	2.62
Fig	2.55	6	6.3456363608	op zijn achterste benen staan	46	2.86	2.62
Lit	3.05	7	6.3630281035	op zijn centen zitten	46	4.68	3.71
Fig	2.23	7	6.4457198194	op zijn centen zitten	46	4.68	3.71
Fig	3.36	7	6.2538288116	voor aap staan	46	2.045454545	3.22
Lit	2.76	7	6.3279367837	voor aap staan	46	2.045454545	3.22
Fig	3.02	7	6.3099182782	voor iemand door het vuur gaan	46	3.91	4.18
Lit	1.9	7	6.551080335	voor iemand door het vuur gaan	46	3.91	4.18
Fig	2.49	2	6.1944053911	één lijn trekken	47	4.73	2.88
Lit	2.43	2	6.3279367837	één lijn trekken	47	4.73	2.88
Fig	2.25	6	6.2146080984	aan een zijden draadje hangen	47	3.73	3.14
Lit	2.47	6	6.4134589572	aan een zijden draadje hangen	47	3.73	3.14
Fig	3.45	6	5.9914645471	aan het roer staan	47	4.73	4.6
Lit	3.7	6	6.1527326947	aan het roer staan	47	4.73	4.6
Lit	2.96	5	6.4457198194	als paddenstoelen uit de grond schieten	47	2.27	3.29
Fig	2.66	5	6.2538288116	als paddenstoelen uit de grond schieten	47	2.27	3.29
Fig	2.28	6	6.1737861039	de koe bij de hoorns vatten	47	4.05	3.17
Lit	3.04	6	6.2915691396	de koe bij de hoorns vatten	47	4.05	3.17
Fig	2.93	5	6.0637852087	ergens mee in de maag zitten	47	2.86	2.95
Fig	2.13	4	6.2728770065	ergens zijn neus voor optrekken	47	4.23	3.33
Lit	2.22	4	6.0867747269	ergens zijn neus voor optrekken	47	4.23	3.33
Fig	3.58	7	6.0867747269	het niet breed hebben	47	1.95	3.24
Lit	2.42	7	6.2728770065	het niet breed hebben	47	1.95	3.24
Fig	3.81	5	6.0637852087	iemand aan de tand voelen	47	4.45	2.83
Fig	2.73	6	6.0637852087	iemand de wet voorschrijven	47	3.68	3.67
Lit	2.75	6	6.1944053911	iemand de wet voorschrijven	47	3.68	3.67
Fig	1.81	6	6.0637852087	iemand iets in de schoenen schuiven	47	4.05	3.09
Fig	2.68	5	6.1737861039	iemand op de huid zitten	47	3.05	3.38
Lit	2.6	5	5.8579331545	iemand op de huid zitten	47	3.05	3.38
Lit	2.14	1	6.1737861039	iemand tegen de schenen schoppen	47	4.73	3.71
Fig	2.7	1	6.2915691396	iemand tegen de schenen schoppen	47	4.73	3.71
Lit	2.7	5	6.6066501862	iemand wakker schudden	47	4.77	3.43
Fig	3.81	5	6.1312264895	iemand wakker schudden	47	4.77	3.43
Lit	2.1	7	6.0637852087	iemand/iets tot in de wolken verheffen	47	1.82	3.75
Fig	2.68	7	6.0867747269	iemand/iets tot in de wolken verheffen	47	1.82	3.75
Lit	1.93	1	6.5366915976	iets op poten zetten	47	4	3.38
Fig	2.39	1	6.0637852087	iets op poten zetten	47	4	3.38
Lit	2.55	6	6.0637852087	iets uit de losse pols doen	47	2.27	3.13
Fig	2.53	6	6.0637852087	iets uit de losse pols doen	47	2.27	3.13
Fig	2.81	7	6.4457198194	iets uit je duim zuigen	47	1.95	3.21
Lit	2.4	7	6.0637852087	iets uit je duim zuigen	47	1.95	3.21
Fig	2.26	4	6.1092475828	iets van tafel vegen	47	4.73	3.38
Lit	2.15	4	6.1944053911	iets van tafel vegen	47	4.73	3.38
Fig	3.28	7	6.2344107257	met de rug tegen de muur staan	47	4.81818	3.24
Lit	2.65	7	6.1527326947	met de rug tegen de muur staan	47	4.81818	3.24
Lit	1.95	6	6.2344107257	op het puntje van de tong liggen	47	3.05	3.52
Fig	3.51	6	6.579251212	op het puntje van de tong liggen	47	3.05	3.52
Lit	2.07	4	6.2728770065	op zijn achterste benen staan	47	2.86	2.62
Fig	2.55	4	6.2915691396	op zijn achterste benen staan	47	2.86	2.62
Lit	3.05	7	6.1092475828	op zijn centen zitten	47	4.68	3.71
Fig	2.23	7	6.3630281035	op zijn centen zitten	47	4.68	3.71
Fig	3.36	7	6.1092475828	voor aap staan	47	2.045454545	3.22
Lit	2.76	7	6.3279367837	voor aap staan	47	2.045454545	3.22
Fig	3.02	7	6.0402547113	voor iemand door het vuur gaan	47	3.91	4.18
Lit	1.9	7	6.4134589572	voor iemand door het vuur gaan	47	3.91	4.18
